"wpid_random","wgt","account","sex","educ","inc_q","inlf","age_g","internetaccess"
151407495,0.239488263521392,0,"Male","secondary","Fourth 20%",1,"30-44",1
191291733,2.41692670492018,0,"Female","primary","Middle 20%",1,"30-44",0
202755198,0.307077418182448,1,"Male","secondary","Richest 20%",0,"30-44",0
126265499,0.585836826483899,1,"Male","primary","Poorest 20%",1,"15-29",0
191822249,0.458079085017283,1,"Female","secondary","Fourth 20%",0,"15-29",1
177571222,0.280911075981065,1,"Male","secondary","Poorest 20%",1,"30-44",0
206333892,1.74504259676787,1,"Male","tertiary","Richest 20%",0,"15-29",1
192598460,1.08151824355852,1,"Female","primary","Poorest 20%",1,"30-44",0
175950207,0.709781737668732,1,"Male","tertiary","Richest 20%",1,"15-29",1
158467872,1.55954449501384,1,"Female","primary","Fourth 20%",1,"30-44",0
125917497,1.02320538753648,1,"Female","primary","Middle 20%",0,"15-29",0
180904042,0.845418246762034,1,"Male","secondary","Second 20%",0,"45-59",1
155856484,0.733187202630751,1,"Female","primary","Second 20%",1,"30-44",0
115495623,0.281847103893852,0,"Male","tertiary","Second 20%",1,"30-44",0
113724018,0.870576069025377,1,"Male","primary","Richest 20%",1,"45-59",0
157995557,0.904054832092247,0,"Male","primary","Middle 20%",0,"30-44",0
152595779,1.14497441638952,1,"Female","primary","Middle 20%",0,"45-59",0
136302814,1.19542621126025,0,"Male","secondary","Poorest 20%",1,"15-29",0
171511812,0.427026563192259,1,"Male","secondary","Poorest 20%",1,"30-44",0
120153503,0.865472617628513,1,"Female","primary","Middle 20%",0,"15-29",0
178009853,0.412951477875344,1,"Female","secondary","Second 20%",0,"15-29",0
130599149,0.46994238046329,0,"Male","secondary","Poorest 20%",1,"60 and older",0
180548630,0.833926364166797,1,"Male","primary","Richest 20%",1,"30-44",0
207212975,1.3105928959871,1,"Male","primary","Second 20%",1,"60 and older",0
141143202,0.948756475326405,1,"Male","primary","Second 20%",1,"45-59",0
202781490,0.512830593535775,1,"Female","secondary","Middle 20%",1,"30-44",1
128766473,0.960609649466085,1,"Male","primary","Richest 20%",1,"15-29",0
189798911,2.11193201297159,1,"Female","primary","Poorest 20%",0,"60 and older",0
139770312,0.95332732278466,1,"Male","secondary","Middle 20%",1,"45-59",1
182048663,0.586724681947751,1,"Female","primary","Poorest 20%",1,"15-29",0
159229656,2.41692670492018,1,"Male","secondary","Richest 20%",1,"15-29",1
135849952,1.85383225986963,0,"Female","primary","Poorest 20%",0,"15-29",0
121143875,0.585314248455716,1,"Female","secondary","Middle 20%",1,"15-29",0
163226207,1.26810129627279,1,"Male","secondary","Fourth 20%",1,"15-29",0
186468819,2.41692670492018,1,"Female","primary","Second 20%",1,"30-44",0
167722586,1.10112415798713,1,"Female","primary","Poorest 20%",0,"30-44",0
158077112,0.698258681914637,1,"Male","secondary","Second 20%",1,"15-29",0
111261071,1.41536230704679,1,"Male","secondary","Poorest 20%",0,"60 and older",1
120795438,0.745559679802852,1,"Male","primary","Richest 20%",1,"45-59",0
204603137,0.326309013762336,1,"Male","secondary","Richest 20%",1,"30-44",1
153680666,2.41692670492018,1,"Male","secondary","Middle 20%",1,"30-44",1
118280082,1.25116342937371,1,"Male","primary","Fourth 20%",1,"45-59",0
162016167,0.843080156275865,1,"Female","primary","Fourth 20%",0,"30-44",0
148306920,0.649199181366198,1,"Female","secondary","Fourth 20%",0,"45-59",1
184732816,0.217430070409543,1,"Male","tertiary","Richest 20%",0,"15-29",1
134587991,0.527889582939154,1,"Male","tertiary","Richest 20%",1,"15-29",1
158463579,1.0594707363575,1,"Female","primary","Poorest 20%",0,"15-29",0
146343255,1.50840176528021,0,"Male","primary","Second 20%",1,"60 and older",0
156033363,1.67314087252716,1,"Male","primary","Poorest 20%",0,"15-29",0
176959377,0.616759870360951,0,"Male","secondary","Middle 20%",1,"15-29",1
178655731,0.429561325319321,0,"Female","secondary","Richest 20%",1,"15-29",1
188790283,0.275519760758689,1,"Male","secondary","Poorest 20%",1,"15-29",1
186079536,0.618489874553813,1,"Male","secondary","Fourth 20%",0,"15-29",1
168506245,0.272410368917806,1,"Male","secondary","Fourth 20%",1,"45-59",0
114351952,0.495084819642989,1,"Female","secondary","Middle 20%",1,"30-44",0
116369795,0.947172936757916,0,"Female","primary","Fourth 20%",1,"30-44",0
134133400,0.532823380361639,1,"Female","secondary","Poorest 20%",0,"30-44",1
117863734,1.25144921247434,1,"Female","primary","Second 20%",0,"30-44",0
121932662,0.538409872707854,1,"Male","secondary","Middle 20%",1,"15-29",1
124860574,0.527194409108656,1,"Male","secondary","Second 20%",0,"30-44",0
112880166,0.544983213322203,1,"Male","secondary","Fourth 20%",1,"45-59",0
122493924,1.53500703755513,0,"Male","primary","Second 20%",1,"30-44",0
195844033,0.453485897204007,1,"Male","secondary","Fourth 20%",1,"30-44",1
122036014,0.29142101631222,1,"Female","secondary","Middle 20%",0,"30-44",0
172664555,1.00295881174019,1,"Male","primary","Second 20%",1,"15-29",0
142152398,0.286395294523713,0,"Female","primary","Richest 20%",0,"45-59",0
156498014,1.27625369703887,0,"Female","secondary","Fourth 20%",0,"15-29",0
178584520,0.736603611959336,1,"Male","primary","Second 20%",1,"30-44",0
180391606,1.62266054737568,1,"Female","tertiary","Richest 20%",1,"15-29",1
161276783,1.55062194761864,1,"Female","primary","Middle 20%",1,"30-44",0
172495377,0.602703221394831,1,"Male","primary","Middle 20%",1,"30-44",1
173248869,0.399474063372705,1,"Female","tertiary","Fourth 20%",1,"15-29",1
204398202,0.551039521517378,1,"Male","tertiary","Richest 20%",0,"15-29",1
179267997,0.266091040182929,1,"Female","tertiary","Middle 20%",0,"15-29",1
205404821,1.10551635699523,1,"Female","tertiary","Second 20%",1,"15-29",0
127118126,0.473549269000748,1,"Male","secondary","Richest 20%",1,"30-44",1
191643215,0.793553622073529,1,"Male","tertiary","Richest 20%",0,"15-29",1
120924808,0.975523747426193,1,"Female","secondary","Second 20%",1,"15-29",0
159918297,0.592110023346062,1,"Male","primary","Second 20%",0,"45-59",0
208826745,0.593217083751921,1,"Male","tertiary","Richest 20%",1,"30-44",1
211026452,0.858079256950995,1,"Female","primary","Fourth 20%",1,"30-44",0
152766188,0.329557091544378,1,"Male","secondary","Poorest 20%",1,"30-44",0
174728242,1.12024358685603,0,"Male","primary","Fourth 20%",0,"45-59",1
181187652,0.428911295788471,1,"Male","secondary","Richest 20%",0,"15-29",1
116430091,0.924547643249727,1,"Male","primary","Fourth 20%",1,"30-44",0
121239007,0.484250013496146,1,"Male","primary","Poorest 20%",1,"45-59",0
184678559,1.28082534948455,1,"Female","secondary","Richest 20%",0,"45-59",1
144989714,0.606835506807702,1,"Male","primary","Poorest 20%",1,"30-44",0
158090574,0.217430070409543,1,"Male","tertiary","Second 20%",1,"30-44",0
146428939,1.49354879457488,0,"Female","secondary","Middle 20%",0,"15-29",0
195070612,0.951075972204591,1,"Male","secondary","Fourth 20%",1,"30-44",1
157683501,0.988322288101889,1,"Female","primary","Middle 20%",0,"15-29",0
186876789,0.440441365009719,1,"Male","secondary","Middle 20%",0,"15-29",0
186464520,2.41692670492018,0,"Male","primary","Richest 20%",1,"15-29",0
172600173,0.880087022921628,1,"Female","primary","Poorest 20%",1,"30-44",0
144044456,0.864162949540534,1,"Male","primary","Second 20%",1,"30-44",0
176543062,1.29729082027454,1,"Female","secondary","Richest 20%",0,"15-29",1
183887638,0.527349246434438,1,"Female","secondary","Poorest 20%",1,"30-44",0
171453975,1.18601477210256,1,"Female","primary","Poorest 20%",0,"45-59",0
200821763,0.798025635783504,0,"Male","secondary","Fourth 20%",1,"30-44",0
203608483,1.14750202127311,1,"Female","secondary","Fourth 20%",1,"15-29",1
193023715,0.499807568965873,1,"Male","secondary","Second 20%",1,"60 and older",0
207576211,1.03003631275685,0,"Male","primary","Richest 20%",1,"45-59",0
121600305,1.79973939865548,1,"Male","secondary","Richest 20%",1,"15-29",1
155821685,0.580287963856643,1,"Male","secondary","Fourth 20%",1,"15-29",0
184330054,0.484841512465898,1,"Male","primary","Fourth 20%",1,"45-59",0
160486627,0.706977275638362,1,"Female","secondary","Richest 20%",0,"15-29",0
170329351,0.288998579067527,1,"Male","secondary","Richest 20%",1,"30-44",1
209726347,0.798494471147728,1,"Male","secondary","Richest 20%",1,"45-59",0
130730477,2.07506143562781,1,"Female","primary","Fourth 20%",1,"30-44",0
157429487,0.499361286706718,1,"Male","primary","Second 20%",1,"30-44",0
200231719,2.41692670492018,1,"Female","secondary","Middle 20%",0,"15-29",0
197881731,0.903887135601196,1,"Female","primary","Middle 20%",0,"30-44",0
181594883,1.84320870746718,0,"Male","primary","Middle 20%",0,"30-44",0
172669518,0.383958957689173,1,"Female","tertiary","Fourth 20%",0,"15-29",1
123179170,1.32933969067903,1,"Female","primary","Richest 20%",1,"30-44",0
191081114,0.240243573111846,1,"Male","tertiary","Fourth 20%",1,"30-44",1
204952503,0.586724681947751,1,"Female","primary","Poorest 20%",0,"30-44",0
200422977,2.21315987871045,1,"Female","primary","Poorest 20%",0,"30-44",0
123095319,0.822346493814601,1,"Male","secondary","Middle 20%",0,"15-29",0
207296754,0.387444939888058,0,"Female","secondary","Middle 20%",0,"30-44",0
115021996,0.593219292318161,1,"Female","primary","Fourth 20%",0,"60 and older",0
192484882,0.217430070409543,0,"Female","tertiary","Poorest 20%",0,"30-44",0
143404941,0.571825161433399,1,"Male","primary","Second 20%",1,"60 and older",0
199014981,0.62572460623717,1,"Female","primary","Fourth 20%",0,"30-44",1
135809321,2.41692670492018,1,"Female","primary","Richest 20%",0,"60 and older",0
173771018,0.527194409108656,1,"Male","secondary","Second 20%",0,"30-44",1
202576259,0.461465733935513,1,"Male","secondary","Middle 20%",1,"30-44",1
210414035,0.402464823392682,1,"Male","secondary","Fourth 20%",0,"45-59",0
200713188,0.639354215658208,1,"Male","primary","Poorest 20%",0,"45-59",0
193675801,0.659671518850684,1,"Male","secondary","Richest 20%",1,"15-29",1
175691727,2.41565058900973,1,"Male","primary","Poorest 20%",1,"30-44",0
180924021,0.615085608727554,1,"Female","secondary","Poorest 20%",1,"30-44",1
162538811,1.08222574195639,1,"Female","primary","Middle 20%",1,"15-29",0
117861272,0.59835502645581,1,"Male","secondary","Richest 20%",1,"15-29",0
136265651,1.12936458203949,1,"Male","secondary","Middle 20%",1,"15-29",1
118904375,0.873728597324734,1,"Male","primary","Middle 20%",0,"60 and older",0
156342387,0.715395666200358,1,"Female","primary","Second 20%",0,"45-59",0
152228793,1.60344247629967,1,"Female","primary","Middle 20%",0,"15-29",0
182493656,0.57641660304209,1,"Female","primary","Middle 20%",0,"45-59",0
120837296,2.24123634263039,1,"Female","primary","Middle 20%",0,"30-44",0
204399325,0.588288156855911,1,"Male","primary","Fourth 20%",1,"45-59",0
208944455,1.36168658016906,1,"Male","primary","Fourth 20%",1,"60 and older",0
183370851,0.608796087562799,1,"Female","secondary","Poorest 20%",1,"15-29",1
154787838,1.55257952806508,1,"Female","primary","Middle 20%",0,"45-59",0
171852114,1.35412518646131,1,"Male","tertiary","Fourth 20%",0,"15-29",1
209839619,0.880087022921628,1,"Female","primary","Poorest 20%",1,"30-44",0
162485918,1.03256611404247,1,"Male","primary","Second 20%",1,"45-59",0
174293062,1.07440425548349,1,"Female","primary","Second 20%",0,"45-59",0
165815856,0.42190435812199,1,"Female","tertiary","Second 20%",1,"15-29",0
162577535,0.817008865188048,1,"Female","secondary","Second 20%",0,"15-29",1
158079215,1.19567244719649,1,"Female","primary","Fourth 20%",0,"30-44",0
194272812,0.640175735729208,1,"Female","secondary","Richest 20%",1,"15-29",1
148697270,0.298088033093545,1,"Female","tertiary","Poorest 20%",0,"30-44",1
185871827,0.639036188118777,0,"Female","primary","Poorest 20%",0,"30-44",0
158440672,0.290982857111694,1,"Male","tertiary","Second 20%",0,"15-29",1
130777842,0.527872816530454,1,"Male","secondary","Middle 20%",1,"45-59",0
152516237,0.991006909920578,1,"Female","secondary","Middle 20%",1,"15-29",0
173939592,0.48369621698178,1,"Male","secondary","Fourth 20%",1,"30-44",1
202360759,0.8106873787474,1,"Male","secondary","Richest 20%",0,"30-44",0
161917100,1.74745719464947,1,"Male","primary","Second 20%",1,"60 and older",1
149302712,0.327485492254681,1,"Female","secondary","Second 20%",1,"45-59",1
176897651,0.959165364662015,1,"Male","secondary","Richest 20%",1,"45-59",1
134264292,1.49935061439587,1,"Male","primary","Fourth 20%",1,"30-44",1
169474624,1.88240063850551,1,"Male","primary","Richest 20%",1,"45-59",0
209463281,0.825145650498192,0,"Male","secondary","Richest 20%",1,"15-29",1
209666815,0.564205208675093,1,"Male","secondary","Second 20%",1,"15-29",0
131159254,0.896494537052156,1,"Female","primary","Poorest 20%",0,"15-29",0
196750588,1.67314087252716,0,"Male","primary","Fourth 20%",1,"15-29",0
173719282,0.989078281341181,0,"Female","primary","Middle 20%",0,"15-29",0
135031449,0.822346493814601,0,"Male","secondary","Fourth 20%",0,"15-29",0
165204383,1.1837594080716,1,"Male","secondary","Fourth 20%",0,"15-29",1
179496995,0.217430070409543,1,"Male","secondary","Poorest 20%",1,"15-29",1
158096116,1.14324179490138,0,"Male","primary","Poorest 20%",1,"45-59",0
133943586,2.04443303604805,1,"Male","primary","Fourth 20%",0,"45-59",0
181534885,0.533487164244201,1,"Male","secondary","Middle 20%",1,"30-44",1
117477262,0.267228440715435,1,"Male","secondary","Middle 20%",0,"30-44",1
146294296,2.41692670492018,1,"Female","primary","Poorest 20%",1,"15-29",0
147789641,1.34474180557823,1,"Female","primary","Fourth 20%",0,"30-44",0
201988275,1.67289363807986,1,"Female","primary","Poorest 20%",0,"60 and older",0
179583883,0.643349917774638,1,"Male","secondary","Fourth 20%",0,"45-59",0
115756081,0.911632779719432,1,"Female","primary","Poorest 20%",1,"30-44",0
151990795,0.353975434393271,0,"Female","tertiary","Fourth 20%",0,"45-59",1
174287717,0.959031323487312,0,"Male","primary","Poorest 20%",0,"45-59",0
116331475,2.41692670492018,1,"Male","primary","Poorest 20%",1,"60 and older",0
194060715,0.614508911865749,0,"Male","secondary","Fourth 20%",1,"15-29",0
204089406,2.41692670492018,1,"Female","primary","Middle 20%",1,"45-59",0
197168015,0.733187202630751,1,"Female","primary","Middle 20%",1,"30-44",0
111145033,1.01312472126226,1,"Male","secondary","Second 20%",1,"15-29",0
111993642,0.865472617628513,1,"Female","primary","Middle 20%",0,"15-29",0
177519619,0.243084503577267,1,"Male","tertiary","Richest 20%",1,"15-29",1
130847092,0.689315794557623,1,"Female","secondary","Middle 20%",1,"15-29",0
142347506,0.422065853864734,0,"Male","primary","Richest 20%",0,"45-59",0
201499349,1.04851287721783,1,"Male","secondary","Richest 20%",1,"15-29",1
138487855,0.721422777353616,1,"Female","primary","Second 20%",1,"15-29",1
204987801,0.217430070409543,0,"Male","tertiary","Second 20%",1,"30-44",0
151110720,0.611913385335542,1,"Male","secondary","Second 20%",1,"30-44",0
191921728,1.18417567126795,1,"Female","primary","Middle 20%",0,"15-29",0
149377370,1.24955546902837,1,"Male","primary","Middle 20%",1,"30-44",0
207606636,0.367352275997128,1,"Male","primary","Fourth 20%",1,"45-59",0
200579575,0.217430070409543,1,"Female","secondary","Fourth 20%",1,"15-29",0
160019815,1.06523286360978,0,"Male","primary","Poorest 20%",1,"60 and older",0
147660151,0.606835506807702,1,"Male","primary","Middle 20%",1,"15-29",0
115231683,0.875052762474466,1,"Female","primary","Middle 20%",1,"45-59",0
162530118,1.18422004669212,0,"Male","primary","Second 20%",1,"45-59",0
114886567,0.831381022976224,0,"Male","secondary","Middle 20%",1,"15-29",1
203450343,1.09978080394613,1,"Female","primary","Poorest 20%",1,"30-44",0
125031619,0.232786285689355,1,"Male","secondary","Poorest 20%",1,"30-44",0
203522588,1.38013725141588,1,"Female","primary","Poorest 20%",0,"60 and older",0
164776756,0.390209498970477,1,"Female","secondary","Richest 20%",1,"15-29",0
171161673,0.754721130271693,0,"Female","primary","Middle 20%",0,"30-44",0
138885881,0.834595266906127,1,"Female","secondary","Middle 20%",0,"15-29",0
200898298,0.217430070409543,1,"Male","secondary","Second 20%",1,"45-59",0
157726588,0.217430070409543,1,"Female","secondary","Middle 20%",1,"45-59",0
126483066,0.527872816530454,0,"Male","secondary","Second 20%",1,"45-59",1
205178784,0.516598862538964,1,"Female","secondary","Fourth 20%",0,"30-44",0
113263668,0.555354480149127,0,"Male","primary","Middle 20%",1,"30-44",0
177221920,1.33930510618302,1,"Female","primary","Fourth 20%",0,"15-29",0
158481113,0.734082771991421,0,"Female","primary","Fourth 20%",0,"15-29",0
119199946,0.654295975894416,1,"Female","secondary","Fourth 20%",0,"15-29",1
171384592,0.620161649971302,1,"Male","primary","Second 20%",1,"30-44",0
121965257,2.41692670492018,1,"Male","primary","Middle 20%",1,"15-29",0
205544633,0.612574176177196,1,"Male","tertiary","Richest 20%",1,"15-29",1
163740625,0.805414365422051,0,"Male","secondary","Richest 20%",1,"45-59",1
152944199,0.217430070409543,1,"Male","tertiary","Middle 20%",1,"15-29",1
155105422,0.485576306125984,1,"Female","primary","Fourth 20%",0,"45-59",0
191104505,0.550339747370137,1,"Female","secondary","Richest 20%",1,"15-29",0
195117501,0.639036188118777,1,"Female","primary","Poorest 20%",0,"15-29",0
131320726,1.14497441638952,1,"Female","primary","Poorest 20%",1,"45-59",0
135494115,0.797344427907521,1,"Male","primary","Middle 20%",1,"45-59",0
161571042,2.32260896576099,1,"Male","primary","Fourth 20%",1,"60 and older",0
206702216,1.58541096433131,1,"Female","primary","Second 20%",0,"60 and older",0
147788625,0.871353541732721,1,"Male","primary","Middle 20%",1,"30-44",0
194837383,0.616302492904046,1,"Female","primary","Second 20%",1,"30-44",0
158058780,0.390209498970477,1,"Female","secondary","Middle 20%",0,"15-29",0
161643453,2.41692670492018,1,"Female","primary","Second 20%",1,"15-29",0
128718626,0.217430070409543,1,"Male","secondary","Richest 20%",1,"45-59",1
158528046,1.2162656454865,1,"Female","secondary","Middle 20%",0,"15-29",1
129446509,0.586724681947751,1,"Female","primary","Middle 20%",1,"15-29",0
131196934,0.243270202113265,1,"Female","tertiary","Middle 20%",0,"30-44",1
184827313,0.716215486028658,1,"Male","secondary","Middle 20%",1,"45-59",0
125121270,0.883074756027803,1,"Male","secondary","Fourth 20%",0,"15-29",1
177228184,0.833012614943122,1,"Male","secondary","Poorest 20%",0,"60 and older",0
185043143,0.957190272779153,1,"Female","secondary","Richest 20%",0,"15-29",0
167471450,0.884413085596184,0,"Female","secondary","Richest 20%",0,"15-29",0
169415072,0.647442117615852,1,"Male","primary","Fourth 20%",1,"30-44",0
119952757,1.58541096433131,1,"Female","primary","Second 20%",0,"60 and older",0
182310658,0.709781737668732,1,"Male","tertiary","Richest 20%",1,"15-29",1
118983345,0.277841254354627,1,"Female","secondary","Middle 20%",1,"30-44",1
158042868,0.942636367517816,0,"Female","secondary","Second 20%",0,"15-29",0
196143608,0.705670620686101,1,"Male","secondary","Second 20%",0,"60 and older",1
137927917,0.951793807277307,0,"Male","primary","Second 20%",1,"15-29",0
171824863,0.922293506812283,1,"Female","secondary","Poorest 20%",0,"15-29",0
132466161,0.367352275997128,0,"Male","primary","Fourth 20%",0,"45-59",0
188312780,0.217430070409543,1,"Male","secondary","Middle 20%",1,"45-59",0
152636214,1.3960678849559,1,"Male","secondary","Richest 20%",1,"45-59",1
142208957,0.484841512465898,1,"Male","primary","Poorest 20%",0,"45-59",0
149192031,0.302653663429779,1,"Male","secondary","Poorest 20%",0,"30-44",0
155590051,0.294072579166164,0,"Female","secondary","Middle 20%",0,"15-29",0
130203825,0.474095869141978,1,"Female","primary","Second 20%",0,"30-44",0
121247271,0.899043127715294,1,"Female","primary","Middle 20%",0,"45-59",0
122872718,0.586724681947751,1,"Female","primary","Poorest 20%",1,"30-44",0
128281431,0.818986094308863,1,"Male","secondary","Richest 20%",1,"30-44",0
171580746,0.217430070409543,0,"Male","secondary","Middle 20%",1,"15-29",0
195516872,0.612220959504098,1,"Female","primary","Poorest 20%",0,"30-44",0
117623086,2.19322653917084,1,"Male","secondary","Richest 20%",0,"15-29",1
195627846,1.90063444923989,1,"Female","primary","Second 20%",1,"30-44",0
175575785,1.24992246424663,1,"Female","primary","Second 20%",0,"30-44",1
202573938,1.00363102334318,1,"Male","primary","Second 20%",0,"60 and older",0
138445170,2.12528844280211,1,"Male","primary","Poorest 20%",0,"15-29",0
150444173,1.34706837580103,1,"Female","primary","Poorest 20%",1,"30-44",0
203262272,0.702062526123479,1,"Female","tertiary","Richest 20%",0,"15-29",1
184051094,0.753413707590373,1,"Female","secondary","Fourth 20%",0,"15-29",0
119802451,0.924453739356069,1,"Female","primary","Second 20%",0,"15-29",1
155040138,1.64741283595682,1,"Female","secondary","Middle 20%",1,"15-29",1
176354604,1.49414214279472,0,"Male","primary","Richest 20%",0,"15-29",0
180132182,1.30508246010372,1,"Male","secondary","Middle 20%",1,"15-29",1
114520675,0.615440220841766,1,"Female","secondary","Richest 20%",0,"15-29",0
186328480,1.08942506643568,1,"Male","secondary","Richest 20%",1,"30-44",1
197181029,1.12882767329707,0,"Female","primary","Richest 20%",0,"15-29",0
147028128,0.938586909355755,1,"Female","primary","Middle 20%",1,"30-44",0
171664507,1.42905224362673,1,"Male","primary","Middle 20%",1,"45-59",0
178662937,0.723667587844335,1,"Male","secondary","Richest 20%",1,"15-29",1
147069448,0.815296941467891,1,"Female","primary","Middle 20%",1,"30-44",0
204487814,1.2962444243108,1,"Male","primary","Poorest 20%",1,"30-44",0
170129635,1.33930510618302,0,"Female","primary","Poorest 20%",0,"15-29",0
157349041,2.16040737385134,1,"Male","primary","Poorest 20%",1,"15-29",0
196788468,0.410389481984169,1,"Male","secondary","Middle 20%",1,"30-44",0
171682949,0.945739636450313,0,"Male","primary","Fourth 20%",1,"15-29",1
132569487,1.43255459043184,1,"Male","primary","Poorest 20%",1,"15-29",0
148796969,2.41692670492018,1,"Male","primary","Middle 20%",1,"15-29",0
179512480,0.711143803712967,1,"Female","primary","Fourth 20%",0,"30-44",0
167695197,0.4412657074724,1,"Female","tertiary","Middle 20%",0,"45-59",1
158120765,0.896137706840224,1,"Male","tertiary","Richest 20%",0,"15-29",1
162060211,0.572790589047425,1,"Female","primary","Poorest 20%",0,"45-59",0
160535216,0.662306067020853,0,"Male","secondary","Fourth 20%",0,"15-29",0
172869300,1.9331211551867,0,"Male","primary","Richest 20%",0,"15-29",1
207777974,0.697789362622133,1,"Female","tertiary","Richest 20%",1,"15-29",1
159756710,0.291423851443042,0,"Female","secondary","Poorest 20%",0,"15-29",0
126306972,0.366650910977478,1,"Male","secondary","Middle 20%",1,"15-29",0
183173129,0.998722573413437,1,"Male","primary","Poorest 20%",0,"30-44",0
163954002,1.05125749138216,0,"Female","primary","Middle 20%",0,"15-29",0
122455983,1.05587507508009,1,"Female","primary","Poorest 20%",1,"45-59",0
189592336,0.89488530262687,1,"Female","secondary","Fourth 20%",0,"15-29",0
147145732,0.732971928319617,0,"Male","primary","Poorest 20%",1,"30-44",0
158150656,1.50581944271932,0,"Male","secondary","Fourth 20%",0,"15-29",1
142918589,1.55178103765288,1,"Male","primary","Middle 20%",1,"30-44",0
189993318,0.534295682029798,1,"Female","secondary","Fourth 20%",0,"30-44",0
209133068,1.13843866419794,1,"Female","primary","Fourth 20%",0,"30-44",0
139999510,2.41692670492018,1,"Female","primary","Second 20%",0,"60 and older",0
188817581,0.217430070409543,1,"Male","secondary","Middle 20%",1,"30-44",1
142373321,0.806138741024251,0,"Male","primary","Fourth 20%",1,"30-44",0
149739508,0.239251913879412,1,"Male","tertiary","Poorest 20%",1,"45-59",0
143062060,0.734969673616724,1,"Male","secondary","Middle 20%",1,"45-59",0
152948710,1.47622180599177,1,"Female","primary","Middle 20%",1,"30-44",1
168439282,1.02376572162431,1,"Female","primary","Richest 20%",0,"45-59",0
112396367,0.545875858139892,1,"Male","primary","Second 20%",1,"30-44",1
168160798,0.288551610604304,1,"Female","tertiary","Poorest 20%",0,"15-29",1
114516720,0.745559679802852,1,"Male","primary","Fourth 20%",0,"45-59",0
133716744,0.280911075981065,1,"Male","secondary","Poorest 20%",1,"30-44",0
147257457,1.44733517568867,1,"Male","secondary","Fourth 20%",0,"15-29",1
114168926,0.824895367219424,1,"Female","secondary","Poorest 20%",0,"15-29",0
134969176,0.453485897204007,1,"Male","secondary","Middle 20%",1,"30-44",1
185259397,1.13663800788243,0,"Female","secondary","Middle 20%",0,"30-44",0
175493818,0.255585290334092,1,"Male","tertiary","Richest 20%",0,"15-29",1
147763904,0.588871917907142,1,"Male","tertiary","Richest 20%",0,"15-29",1
162388294,0.969967821439198,1,"Female","primary","Poorest 20%",1,"45-59",0
170189356,0.240607670347458,1,"Female","secondary","Richest 20%",0,"30-44",0
176910999,1.0646726065031,0,"Male","tertiary","Richest 20%",1,"15-29",0
159699520,0.217430070409543,1,"Female","secondary","Middle 20%",0,"30-44",0
178794731,1.29532770745787,1,"Male","secondary","Second 20%",0,"15-29",1
117668394,1.24803103113768,1,"Male","primary","Second 20%",1,"30-44",0
125726647,0.412817534853874,1,"Male","secondary","Middle 20%",0,"15-29",1
144601693,1.30342301261039,1,"Male","primary","Poorest 20%",1,"45-59",0
126677462,1.48248343215283,0,"Female","primary","Second 20%",0,"15-29",0
118956850,0.818813787209838,0,"Male","primary","Middle 20%",0,"30-44",0
146548885,0.614508911865749,1,"Male","secondary","Second 20%",1,"15-29",1
149241834,0.520727564444041,1,"Male","secondary","Poorest 20%",1,"60 and older",0
167131705,0.517260345884292,1,"Male","primary","Fourth 20%",0,"30-44",0
156441513,0.962201100929376,1,"Female","primary","Richest 20%",1,"30-44",0
146206036,1.17816236961597,1,"Male","primary","Poorest 20%",1,"45-59",0
145617691,1.71631275112758,1,"Male","primary","Second 20%",1,"45-59",0
170706277,1.31934303770137,1,"Male","secondary","Middle 20%",1,"15-29",1
143366000,0.994418802786247,1,"Male","primary","Poorest 20%",0,"60 and older",0
171441473,0.60572339713243,1,"Male","tertiary","Fourth 20%",0,"30-44",0
151715284,0.848507775345197,1,"Female","primary","Poorest 20%",1,"45-59",0
162817439,0.881053361737806,1,"Female","tertiary","Richest 20%",1,"30-44",1
200999397,1.40982714138987,1,"Male","secondary","Poorest 20%",1,"45-59",0
122478407,0.843494460892107,1,"Male","primary","Poorest 20%",1,"60 and older",0
168722481,1.27536104599863,1,"Male","secondary","Fourth 20%",1,"45-59",0
129532060,0.905710361091868,1,"Male","primary","Richest 20%",0,"30-44",0
202917096,0.720509438524138,0,"Male","secondary","Fourth 20%",0,"15-29",1
188017144,0.513738028290851,0,"Male","primary","Richest 20%",1,"30-44",0
127286389,0.217430070409543,1,"Male","secondary","Second 20%",1,"60 and older",0
182980100,0.35893991513857,1,"Male","secondary","Fourth 20%",1,"15-29",1
142667638,1.86737047143553,1,"Male","secondary","Richest 20%",1,"15-29",1
169782541,0.783924874374273,1,"Male","primary","Richest 20%",1,"30-44",1
186714271,1.62180104136344,1,"Male","primary","Second 20%",0,"15-29",0
174462407,0.920480011011819,1,"Male","primary","Middle 20%",1,"30-44",0
153858297,0.827809505066153,1,"Male","primary","Middle 20%",1,"30-44",1
165086340,0.217430070409543,0,"Female","secondary","Middle 20%",0,"30-44",0
195421885,0.511793486565518,1,"Male","tertiary","Richest 20%",1,"45-59",1
192660909,0.971495780593406,0,"Male","secondary","Richest 20%",0,"15-29",0
147454846,1.38157807471575,1,"Male","primary","Second 20%",1,"45-59",0
119928653,0.217430070409543,1,"Male","tertiary","Richest 20%",0,"45-59",1
136424032,1.2962444243108,1,"Male","primary","Poorest 20%",1,"15-29",0
120019744,2.07742528004391,1,"Female","primary","Middle 20%",0,"60 and older",0
193136632,0.764162724686979,0,"Female","primary","Second 20%",0,"30-44",0
