"wpid_random","wgt","account","sex","educ","inc_q","inlf","age_g","internetaccess"
146450007,1.10131610461163,0,"Female","primary","Middle 20%",0,"45-59",0
125116558,0.586724681947751,1,"Female","primary","Poorest 20%",0,"30-44",0
204819281,1.05159338034633,0,"Female","primary","Poorest 20%",0,"60 and older",0
201837971,0.217430070409543,1,"Male","secondary","Second 20%",1,"15-29",1
190288461,0.403815598088286,1,"Male","tertiary","Richest 20%",1,"30-44",1
198753933,0.500118085574247,1,"Female","primary","Second 20%",1,"30-44",0
193381151,0.979146609109514,1,"Female","primary","Poorest 20%",0,"15-29",0
188935133,0.582154250126841,1,"Female","primary","Second 20%",1,"45-59",1
181738876,1.08283929035047,0,"Female","primary","Poorest 20%",0,"30-44",0
153154490,0.62572460623717,0,"Female","primary","Fourth 20%",0,"30-44",0
181474272,0.401973822679506,1,"Male","secondary","Second 20%",0,"45-59",0
120886193,1.20604186505741,1,"Female","primary","Middle 20%",0,"45-59",0
182452614,1.03413100280449,1,"Female","primary","Second 20%",0,"45-59",0
165874786,0.217430070409543,0,"Female","secondary","Fourth 20%",0,"15-29",1
207518044,0.831381022976224,1,"Male","secondary","Fourth 20%",1,"15-29",1
163258823,1.2335197407219,0,"Male","secondary","Richest 20%",0,"15-29",0
135706534,0.865931261624283,0,"Female","primary","Fourth 20%",1,"15-29",0
123007447,0.737719959570149,1,"Female","primary","Fourth 20%",0,"30-44",0
207388359,0.442206542798092,0,"Female","secondary","Richest 20%",0,"15-29",1
137817799,0.728636780248885,1,"Female","primary","Richest 20%",1,"45-59",0
178977321,1.24836053755384,0,"Male","primary","Richest 20%",1,"45-59",0
203288640,0.746689600636464,1,"Female","primary","Richest 20%",1,"45-59",0
138207142,1.62237311766612,0,"Male","secondary","Fourth 20%",1,"15-29",1
170236032,0.763006362816989,0,"Male","primary","Second 20%",0,"30-44",0
157846253,0.552911160312674,1,"Male","secondary","Second 20%",1,"30-44",0
130226860,1.57022587790772,1,"Female","primary","Middle 20%",0,"30-44",0
162464519,1.57688623707325,1,"Female","primary","Richest 20%",0,"15-29",1
174891385,2.41692670492018,0,"Female","primary","Second 20%",0,"15-29",0
184816117,1.38281254425804,1,"Female","primary","Fourth 20%",1,"30-44",0
111750422,1.38013725141588,1,"Female","primary","Poorest 20%",0,"60 and older",0
132234683,0.460045750471961,1,"Female","primary","Fourth 20%",0,"60 and older",0
142862027,0.534295682029798,1,"Female","secondary","Second 20%",1,"15-29",1
172931358,0.325243177403008,1,"Male","secondary","Richest 20%",1,"15-29",1
188686652,0.365179359508186,1,"Female","tertiary","Fourth 20%",1,"15-29",1
162623946,0.700375215478171,1,"Male","primary","Poorest 20%",0,"45-59",0
124286231,1.41395531713737,0,"Female","primary","Poorest 20%",0,"30-44",0
199649207,1.35714787321757,1,"Male","primary","Second 20%",1,"15-29",0
114415937,0.715441181383353,1,"Male","primary","Richest 20%",1,"45-59",0
140371256,1.27432241844596,0,"Male","secondary","Richest 20%",0,"15-29",0
128477413,0.822346493814601,1,"Male","secondary","Richest 20%",0,"15-29",1
170754082,0.386858642571095,1,"Male","tertiary","Fourth 20%",1,"30-44",1
198320680,0.875241695468872,1,"Female","secondary","Richest 20%",0,"30-44",0
189625927,1.71692606124216,1,"Male","primary","Fourth 20%",1,"45-59",0
207888023,1.17444161275327,1,"Female","primary","Fourth 20%",1,"30-44",0
181355337,0.245384432184297,1,"Female","tertiary","Second 20%",1,"15-29",1
112542970,1.55954449501384,1,"Female","primary","Fourth 20%",0,"15-29",0
157164514,0.904765248811714,1,"Male","primary","Richest 20%",1,"15-29",1
177753125,0.73771995957015,1,"Female","primary","Poorest 20%",1,"30-44",0
183635702,0.217430070409543,1,"Male","secondary","Middle 20%",0,"30-44",1
125157329,0.73771995957015,1,"Female","primary","Second 20%",0,"30-44",0
118335917,0.825134924615074,1,"Female","primary","Poorest 20%",1,"30-44",0
196967221,1.73094523525703,1,"Female","primary","Middle 20%",1,"15-29",0
200604965,0.95574181383447,1,"Male","secondary","Richest 20%",0,"15-29",1
111900914,2.04641077507297,1,"Female","primary","Second 20%",1,"15-29",0
145636307,0.962201100929376,1,"Female","primary","Poorest 20%",0,"30-44",0
178001368,0.412326583035876,0,"Male","secondary","Poorest 20%",1,"30-44",0
192661705,0.321683471841353,1,"Male","secondary","Middle 20%",0,"15-29",1
144321440,0.836570436263579,0,"Male","primary","Middle 20%",1,"15-29",1
154613945,0.409734693865665,1,"Female","secondary","Fourth 20%",0,"45-59",0
207427057,0.703321981330988,1,"Male","secondary","Richest 20%",1,"30-44",0
161680797,0.352887625841671,1,"Male","secondary","Poorest 20%",1,"45-59",0
199863772,0.702277689952662,1,"Male","secondary","Poorest 20%",1,"30-44",0
140321141,2.41692670492018,1,"Female","primary","Poorest 20%",0,"60 and older",0
174397572,0.822346493814601,1,"Male","secondary","Poorest 20%",1,"15-29",1
162270217,0.899043127715294,1,"Female","primary","Poorest 20%",0,"45-59",0
143435289,1.7029926660731,1,"Male","secondary","Richest 20%",1,"30-44",1
182806227,1.75000344468331,1,"Male","primary","Poorest 20%",0,"60 and older",0
184707841,0.63896322583523,1,"Male","secondary","Middle 20%",1,"15-29",1
136725477,0.586724681947751,1,"Female","primary","Second 20%",1,"30-44",0
204610998,1.75009904869764,0,"Male","primary","Second 20%",0,"15-29",0
153469684,1.67289363807986,1,"Female","primary","Fourth 20%",1,"45-59",0
172843061,0.217430070409543,1,"Male","tertiary","Richest 20%",1,"45-59",1
140110927,1.09945789247943,0,"Male","primary","Poorest 20%",0,"30-44",0
210234269,1.24992246424663,1,"Female","primary","Poorest 20%",1,"30-44",0
130919237,0.217430070409543,1,"Male","tertiary","Richest 20%",1,"15-29",1
189297179,0.217430070409543,1,"Female","secondary","Middle 20%",0,"45-59",0
163485135,1.67109966714993,1,"Male","primary","Second 20%",1,"15-29",1
125997131,1.49808386012015,1,"Male","primary","Poorest 20%",0,"30-44",1
137338370,0.319518094059389,1,"Female","primary","Fourth 20%",0,"30-44",0
195660595,0.720509438524138,1,"Male","secondary","Poorest 20%",1,"30-44",1
116767476,0.407170118006189,1,"Female","secondary","Second 20%",0,"15-29",1
118831109,0.61400281502205,1,"Male","primary","Middle 20%",0,"30-44",0
146180252,0.916158170034565,1,"Female","secondary","Middle 20%",1,"15-29",0
147383766,1.44594184964394,1,"Male","primary","Richest 20%",1,"45-59",1
192286869,1.93084429769536,1,"Female","primary","Fourth 20%",1,"45-59",0
197620106,0.404039648582483,0,"Female","secondary","Second 20%",0,"15-29",0
162913005,1.12882767329707,1,"Female","primary","Middle 20%",1,"30-44",0
207332819,0.280911075981065,1,"Male","secondary","Middle 20%",1,"30-44",0
123054239,0.585314248455716,1,"Female","secondary","Second 20%",0,"15-29",0
191971032,0.865472617628513,0,"Female","primary","Fourth 20%",0,"15-29",0
161175591,1.07309349930054,1,"Female","primary","Middle 20%",1,"45-59",0
131170085,0.720331091296546,1,"Male","primary","Fourth 20%",1,"30-44",0
155281806,0.544707875512704,1,"Female","primary","Fourth 20%",1,"30-44",0
168803085,1.23579496845966,1,"Male","secondary","Richest 20%",1,"15-29",1
127938323,2.41692670492018,0,"Female","primary","Poorest 20%",1,"15-29",0
170542588,0.367484836808362,1,"Male","secondary","Fourth 20%",1,"45-59",1
175030464,1.86737047143553,1,"Male","secondary","Richest 20%",0,"15-29",1
199217810,1.10657993935522,1,"Female","primary","Second 20%",0,"30-44",0
140295745,2.41692670492018,1,"Male","primary","Second 20%",1,"45-59",0
130250383,0.716269503655658,1,"Female","primary","Poorest 20%",0,"45-59",0
184608576,0.367105368203875,1,"Female","primary","Fourth 20%",1,"45-59",0
176017151,0.602770961328564,1,"Female","tertiary","Richest 20%",1,"30-44",1
154200546,1.12882767329707,1,"Female","primary","Richest 20%",1,"30-44",0
118151493,1.05125749138216,1,"Female","primary","Fourth 20%",1,"15-29",0
125489403,2.41692670492018,1,"Male","primary","Richest 20%",1,"45-59",0
120618559,0.958554282178165,1,"Female","primary","Second 20%",1,"15-29",0
187205457,1.04055042794614,1,"Male","primary","Middle 20%",1,"30-44",1
200811071,0.396808457759293,0,"Male","primary","Fourth 20%",0,"30-44",0
120757056,1.43430759401946,1,"Male","primary","Second 20%",1,"30-44",1
170891440,0.718240667770176,1,"Female","primary","Middle 20%",0,"15-29",0
154206756,0.247791695349206,1,"Male","tertiary","Poorest 20%",1,"45-59",0
159865979,0.808241025480618,1,"Female","primary","Poorest 20%",1,"30-44",0
123610127,0.622808248358886,1,"Male","primary","Second 20%",0,"45-59",0
116511459,2.20395004580419,0,"Male","secondary","Middle 20%",1,"30-44",0
203552428,0.494335637316567,1,"Male","secondary","Fourth 20%",1,"15-29",0
149727834,0.844772805188636,1,"Female","primary","Second 20%",0,"60 and older",0
206853804,0.805551799628376,1,"Female","primary","Fourth 20%",1,"30-44",0
152622673,0.556196138589302,1,"Female","primary","Fourth 20%",0,"30-44",0
171037469,0.281847103893852,1,"Male","secondary","Fourth 20%",1,"30-44",1
183063392,0.969683024931796,0,"Male","primary","Poorest 20%",1,"45-59",0
139145361,0.280911075981065,1,"Male","secondary","Middle 20%",0,"30-44",0
182335411,2.41692670492018,1,"Female","secondary","Richest 20%",0,"15-29",1
123581830,1.07736100165526,1,"Female","primary","Second 20%",0,"30-44",0
111626749,0.817061813269056,1,"Female","primary","Second 20%",0,"30-44",0
194677689,1.55954449501384,1,"Female","primary","Richest 20%",0,"15-29",1
185714722,1.03413100280449,1,"Female","primary","Second 20%",0,"60 and older",0
200774464,1.20649920921012,0,"Male","primary","Fourth 20%",1,"30-44",0
136368659,0.844724099444764,1,"Female","secondary","Fourth 20%",1,"30-44",1
117875536,0.681875131047408,1,"Female","primary","Richest 20%",1,"60 and older",0
136413177,2.41692670492018,1,"Male","primary","Richest 20%",1,"15-29",1
169636165,0.987798819203824,1,"Female","primary","Second 20%",0,"15-29",0
119544119,0.704480939998542,1,"Male","tertiary","Richest 20%",0,"15-29",1
196239965,2.41692670492018,1,"Female","primary","Middle 20%",1,"30-44",0
112321013,0.453485897204007,1,"Male","secondary","Richest 20%",1,"30-44",1
202916345,0.217827567767936,0,"Male","secondary","Fourth 20%",0,"15-29",0
122036290,0.88951107907692,1,"Female","primary","Second 20%",1,"45-59",0
195614094,1.27625369703887,0,"Female","secondary","Richest 20%",1,"15-29",1
123237992,1.84150902989834,1,"Male","primary","Poorest 20%",1,"30-44",1
186298668,0.746689600636464,0,"Female","primary","Middle 20%",1,"45-59",0
185014058,1.59041997382743,1,"Male","tertiary","Richest 20%",1,"15-29",1
155960858,0.408974053640494,1,"Female","tertiary","Second 20%",1,"15-29",1
182557748,0.217430070409543,1,"Male","tertiary","Poorest 20%",1,"30-44",1
145141552,2.1054527382635,0,"Male","primary","Fourth 20%",0,"45-59",0
133660509,1.86079591896296,0,"Female","secondary","Middle 20%",1,"15-29",0
120280951,0.960811795380797,1,"Male","secondary","Richest 20%",1,"15-29",1
174287679,1.09238113823148,0,"Male","primary","Richest 20%",0,"15-29",0
169146292,0.524256438608915,1,"Male","tertiary","Richest 20%",1,"30-44",1
140931909,0.344014612378228,0,"Male","secondary","Second 20%",1,"15-29",0
152069231,0.546703151408811,1,"Female","primary","Middle 20%",1,"30-44",0
199160115,2.41692670492018,0,"Female","primary","Poorest 20%",1,"15-29",0
194759699,1.48169822880573,0,"Female","primary","Poorest 20%",0,"15-29",1
180429438,0.921604353733588,1,"Male","primary","Second 20%",0,"30-44",0
208946022,1.45650818430864,0,"Male","primary","Fourth 20%",0,"15-29",0
203395873,1.97043860516061,1,"Male","secondary","Fourth 20%",1,"15-29",0
125252105,0.988322288101889,1,"Female","primary","Poorest 20%",0,"15-29",0
140499667,2.06529016916045,0,"Male","primary","Fourth 20%",0,"15-29",0
146575539,0.217430070409543,1,"Male","tertiary","Fourth 20%",1,"15-29",1
173125294,1.41698717204581,1,"Male","primary","Fourth 20%",0,"15-29",0
194899036,0.555354480149127,1,"Male","primary","Fourth 20%",0,"15-29",0
164858151,0.59178639351935,1,"Female","secondary","Richest 20%",0,"60 and older",0
188637837,0.332110475604741,1,"Male","secondary","Fourth 20%",0,"15-29",1
168659636,0.875191008129536,1,"Female","tertiary","Richest 20%",1,"30-44",1
115405622,0.353422438937342,1,"Female","secondary","Middle 20%",1,"45-59",1
127945625,1.25029521393562,1,"Female","primary","Poorest 20%",0,"30-44",0
208728679,1.4830482307954,1,"Female","primary","Second 20%",1,"45-59",0
182573532,1.17829545939727,1,"Female","secondary","Fourth 20%",0,"15-29",1
188019929,0.953517536990383,0,"Male","secondary","Middle 20%",1,"30-44",0
139234585,0.69047141969699,1,"Male","secondary","Fourth 20%",1,"45-59",0
196460526,0.254469893535231,1,"Male","tertiary","Richest 20%",1,"15-29",1
137908879,1.18464321789566,1,"Male","primary","Second 20%",1,"60 and older",0
138905064,1.10112415798713,1,"Female","primary","Second 20%",0,"30-44",0
119762357,1.8301942854266,1,"Male","primary","Poorest 20%",1,"15-29",0
196075199,0.598008320930641,1,"Male","primary","Richest 20%",1,"45-59",1
183772230,0.282274252683158,0,"Female","tertiary","Fourth 20%",0,"15-29",1
153492975,0.709781737668732,1,"Male","secondary","Richest 20%",1,"15-29",1
176851703,0.623529322231784,0,"Female","primary","Poorest 20%",0,"45-59",0
138525103,1.84375005901073,1,"Female","primary","Second 20%",1,"30-44",0
197055961,1.7816500188069,1,"Female","primary","Fourth 20%",1,"60 and older",0
151085537,0.325361280784985,1,"Male","secondary","Middle 20%",1,"30-44",0
205648121,0.428911295788471,0,"Male","secondary","Fourth 20%",0,"15-29",1
155626599,0.56506028069278,1,"Female","secondary","Middle 20%",0,"15-29",1
163974204,1.1837594080716,1,"Male","tertiary","Richest 20%",0,"15-29",1
185186023,0.73207771417064,1,"Male","primary","Poorest 20%",0,"15-29",0
139148888,0.710830257511018,0,"Male","primary","Richest 20%",0,"30-44",0
194731704,1.7341387911687,0,"Female","primary","Middle 20%",1,"15-29",0
185276418,0.811687830867566,1,"Male","secondary","Richest 20%",1,"45-59",1
114053309,0.217430070409543,1,"Female","secondary","Fourth 20%",0,"45-59",0
139541302,0.864162949540534,0,"Male","primary","Fourth 20%",0,"30-44",0
162124965,1.19281498037057,1,"Male","secondary","Richest 20%",1,"15-29",1
170393351,2.36273002980901,1,"Female","primary","Fourth 20%",0,"45-59",0
136527171,0.858730812292141,1,"Female","primary","Second 20%",0,"45-59",0
115914875,1.08980989166705,0,"Male","secondary","Richest 20%",1,"45-59",1
119542569,0.586724681947751,1,"Female","primary","Middle 20%",1,"30-44",0
205665479,1.10945263760501,0,"Female","secondary","Fourth 20%",0,"45-59",0
129207464,1.03716600347009,1,"Male","tertiary","Richest 20%",0,"30-44",1
201137747,0.736993963793705,1,"Male","primary","Middle 20%",0,"30-44",1
162457641,0.540382078893103,1,"Male","secondary","Richest 20%",1,"30-44",1
126206120,2.41692670492018,1,"Male","secondary","Richest 20%",0,"30-44",1
153307719,1.3320584509041,1,"Female","secondary","Poorest 20%",1,"30-44",1
167256787,0.551874640492254,1,"Female","tertiary","Middle 20%",0,"15-29",1
150628553,0.80964097954176,1,"Male","secondary","Richest 20%",1,"15-29",1
133456520,0.359483900682741,1,"Female","secondary","Second 20%",0,"30-44",0
145948144,0.403428239482704,1,"Male","secondary","Middle 20%",1,"30-44",0
115143823,0.847223779141115,1,"Male","primary","Richest 20%",1,"45-59",0
203700927,1.71631275112758,1,"Male","primary","Richest 20%",1,"45-59",0
209876654,1.84624009908339,0,"Male","primary","Fourth 20%",1,"45-59",0
149165710,1.27048783697082,1,"Female","secondary","Poorest 20%",1,"30-44",0
175818370,0.87267410740562,1,"Female","primary","Fourth 20%",0,"30-44",0
142296420,0.61400281502205,1,"Male","primary","Poorest 20%",0,"30-44",0
211071683,0.419407706277644,1,"Male","secondary","Richest 20%",1,"45-59",1
122810565,0.986304042171593,1,"Male","primary","Second 20%",0,"15-29",0
112540011,1.64045459069892,0,"Female","secondary","Middle 20%",1,"30-44",0
147785528,0.715441181383353,1,"Male","primary","Second 20%",0,"60 and older",0
142041331,1.58541096433131,1,"Female","primary","Poorest 20%",0,"60 and older",0
208931322,0.217430070409543,1,"Male","secondary","Richest 20%",1,"30-44",1
167676223,1.05000206680999,1,"Male","primary","Fourth 20%",0,"60 and older",0
203830506,1.4754399191403,1,"Female","primary","Middle 20%",1,"30-44",0
180297004,1.53248554778453,1,"Male","primary","Middle 20%",1,"15-29",0
131439325,0.701000136779782,1,"Male","tertiary","Richest 20%",1,"15-29",1
182466583,0.332613800228661,1,"Female","tertiary","Richest 20%",0,"15-29",0
127945850,1.06684725993223,1,"Female","primary","Second 20%",1,"45-59",0
200824156,1.56194433628546,1,"Male","primary","Second 20%",0,"30-44",0
172393415,2.41692670492018,1,"Female","primary","Middle 20%",0,"15-29",1
137311025,0.243084503577267,1,"Male","tertiary","Fourth 20%",1,"15-29",1
205807889,2.41692670492018,1,"Male","secondary","Fourth 20%",1,"15-29",1
175018977,0.217430070409543,1,"Male","tertiary","Richest 20%",1,"15-29",1
173444970,1.57450002918983,1,"Male","primary","Second 20%",0,"15-29",0
115359139,0.237548586938762,1,"Female","primary","Middle 20%",0,"45-59",0
177811758,1.33177743627255,0,"Female","primary","Poorest 20%",1,"45-59",0
170770790,1.42913670893623,1,"Male","primary","Second 20%",1,"60 and older",0
160377245,0.467580109277017,1,"Female","secondary","Richest 20%",0,"45-59",1
193492719,0.657564220645251,1,"Male","primary","Poorest 20%",1,"60 and older",0
159206180,0.823769917323372,1,"Male","tertiary","Fourth 20%",1,"15-29",1
183134065,0.953327322784661,1,"Male","secondary","Richest 20%",1,"45-59",0
146657957,0.581273310824842,1,"Male","primary","Second 20%",0,"45-59",0
202407061,0.679207154740101,1,"Female","secondary","Fourth 20%",1,"45-59",1
208771659,0.913897832182497,1,"Female","primary","Second 20%",1,"45-59",0
154418842,1.10657993935522,1,"Female","primary","Second 20%",1,"30-44",0
164497433,1.0318342573139,1,"Male","primary","Fourth 20%",1,"15-29",0
209121142,0.941210441930989,1,"Male","primary","Poorest 20%",0,"30-44",0
132577150,1.39869062162443,1,"Female","primary","Middle 20%",1,"30-44",0
129739909,0.752273611566791,0,"Male","secondary","Poorest 20%",0,"15-29",0
166585189,0.870576069025377,1,"Male","primary","Richest 20%",1,"45-59",0
200892568,1.61911620968381,0,"Male","primary","Fourth 20%",1,"15-29",0
173923089,1.08283929035047,1,"Female","primary","Middle 20%",0,"30-44",0
127171674,0.647663853728937,1,"Male","secondary","Second 20%",1,"15-29",0
209295787,0.967146606427738,1,"Male","secondary","Fourth 20%",1,"15-29",1
195802079,1.59290302305745,0,"Male","secondary","Richest 20%",1,"15-29",0
189010477,1.21778085214248,1,"Male","secondary","Middle 20%",1,"15-29",1
193943479,1.51820666599852,1,"Male","primary","Poorest 20%",1,"30-44",0
130908032,0.598008320930641,1,"Male","primary","Richest 20%",1,"45-59",0
136347193,2.41692670492018,1,"Female","primary","Second 20%",0,"45-59",0
129116163,1.27780133442214,1,"Male","primary","Fourth 20%",0,"45-59",0
132142535,1.80953049762343,0,"Male","primary","Richest 20%",0,"30-44",0
133034119,2.41692670492018,1,"Male","primary","Poorest 20%",0,"15-29",0
169900076,1.89434587351583,0,"Female","primary","Middle 20%",1,"30-44",0
156575231,0.584428527316736,1,"Male","secondary","Poorest 20%",1,"15-29",0
160624235,0.333205045977249,1,"Male","secondary","Middle 20%",1,"60 and older",0
147244950,0.784794770425297,1,"Male","tertiary","Fourth 20%",1,"45-59",0
165694156,0.614508911865749,1,"Male","secondary","Second 20%",0,"15-29",0
202339529,0.474266948885109,0,"Female","secondary","Middle 20%",0,"30-44",1
170707684,0.562297219234488,1,"Male","secondary","Middle 20%",1,"30-44",1
155324230,0.217430070409543,1,"Male","secondary","Poorest 20%",0,"60 and older",1
192803306,0.217430070409543,1,"Male","secondary","Richest 20%",1,"15-29",1
168485986,0.691720130109212,1,"Female","secondary","Middle 20%",0,"15-29",0
187867202,0.402464823392682,1,"Male","secondary","Middle 20%",0,"60 and older",0
131206788,1.90063444923989,1,"Female","primary","Poorest 20%",1,"30-44",0
179483996,0.622808248358886,1,"Male","primary","Fourth 20%",0,"45-59",0
139117629,2.04344345618878,1,"Female","primary","Fourth 20%",0,"30-44",0
146559479,1.5424251886854,1,"Male","primary","Richest 20%",1,"30-44",0
175439698,0.635551548523107,1,"Male","secondary","Richest 20%",1,"45-59",1
149253742,1.33930510618302,1,"Female","primary","Middle 20%",0,"15-29",0
182240068,2.41692670492018,0,"Male","primary","Second 20%",0,"15-29",0
203194033,1.24561649671777,1,"Male","primary","Fourth 20%",0,"60 and older",0
122417367,2.1089177874986,1,"Male","primary","Middle 20%",1,"30-44",1
192579135,0.321674958887319,1,"Male","secondary","Richest 20%",1,"45-59",0
150901113,0.60501065446921,1,"Male","tertiary","Richest 20%",1,"30-44",1
204784765,1.24747205066169,1,"Female","primary","Second 20%",1,"15-29",0
127448942,1.45871557157268,1,"Female","primary","Second 20%",0,"15-29",1
130143251,1.11110976489494,1,"Male","secondary","Fourth 20%",1,"30-44",1
208674876,0.851947729849405,1,"Male","secondary","Middle 20%",0,"60 and older",0
134188329,0.306420380351794,1,"Female","secondary","Second 20%",0,"30-44",0
141199479,2.41692670492018,1,"Female","primary","Middle 20%",1,"30-44",0
199739599,0.338710524337949,1,"Male","secondary","Fourth 20%",1,"45-59",0
202074232,0.728659102180876,1,"Female","primary","Middle 20%",0,"30-44",0
203590052,0.217430070409543,1,"Male","secondary","Second 20%",0,"45-59",0
194308308,0.512054557588233,1,"Male","secondary","Second 20%",1,"15-29",1
168468132,1.10384344503475,1,"Male","tertiary","Middle 20%",0,"15-29",1
196013878,0.921604353733588,1,"Male","primary","Middle 20%",1,"30-44",0
120649323,1.29797704575072,1,"Male","primary","Fourth 20%",1,"30-44",1
134394404,1.23088044168353,1,"Female","secondary","Middle 20%",0,"15-29",0
192742370,2.41692670492018,1,"Female","primary","Second 20%",0,"60 and older",0
129411561,1.12186979218877,1,"Female","secondary","Middle 20%",1,"15-29",0
166861593,0.60592756851588,1,"Female","tertiary","Richest 20%",1,"30-44",1
156120338,0.478217590806717,0,"Male","secondary","Middle 20%",0,"15-29",0
180253853,0.571620897450692,1,"Male","primary","Poorest 20%",1,"45-59",0
116997593,0.775104684581007,0,"Female","secondary","Fourth 20%",0,"15-29",0
159976680,1.61911620968381,0,"Male","primary","Fourth 20%",1,"15-29",0
159971028,0.217430070409543,1,"Male","secondary","Richest 20%",1,"45-59",1
201490205,0.84268827859663,1,"Female","secondary","Middle 20%",0,"15-29",0
152045667,0.415643297869225,1,"Female","tertiary","Poorest 20%",1,"15-29",0
173174203,0.236689224071194,0,"Male","primary","Middle 20%",0,"30-44",0
126223078,0.818813787209839,1,"Male","primary","Richest 20%",1,"30-44",0
122175074,0.240243573111846,1,"Male","secondary","Richest 20%",1,"30-44",1
210516850,1.20546808844475,0,"Female","secondary","Middle 20%",1,"15-29",0
141487877,0.643349917774638,1,"Male","secondary","Second 20%",1,"60 and older",0
196593126,2.41692670492018,1,"Male","primary","Second 20%",1,"30-44",1
121514781,0.733187202630751,1,"Female","primary","Second 20%",0,"15-29",0
188997770,2.41692670492018,1,"Female","primary","Second 20%",0,"15-29",1
127860050,0.56506028069278,1,"Female","secondary","Richest 20%",1,"15-29",0
184954280,0.710830257511018,0,"Male","primary","Fourth 20%",1,"30-44",0
188636013,1.9736534378708,1,"Male","primary","Middle 20%",1,"15-29",1
196757104,0.763006362816989,0,"Male","primary","Middle 20%",1,"30-44",0
127504976,1.62266338991307,0,"Male","primary","Second 20%",0,"60 and older",0
135987863,2.15882161291175,0,"Male","primary","Poorest 20%",1,"15-29",0
166419801,1.03608854275905,1,"Female","primary","Middle 20%",0,"30-44",0
190252480,0.41910768925713,1,"Female","secondary","Poorest 20%",0,"15-29",0
133797027,0.454173170371911,1,"Female","secondary","Middle 20%",1,"30-44",1
121448697,0.818060306701995,1,"Male","secondary","Fourth 20%",1,"30-44",0
203347622,0.875052762474466,0,"Female","primary","Poorest 20%",0,"60 and older",0
114705947,0.878755239725848,0,"Male","primary","Second 20%",1,"30-44",0
180886362,1.14497441638952,0,"Female","primary","Poorest 20%",0,"45-59",0
140971054,2.33346539826352,0,"Male","primary","Richest 20%",1,"15-29",0
113906420,1.88307329874797,1,"Male","primary","Fourth 20%",1,"60 and older",0
134570818,0.23856195244414,1,"Female","secondary","Second 20%",0,"15-29",0
113940220,0.896494537052156,0,"Female","primary","Fourth 20%",1,"30-44",0
120003149,0.634050648136393,1,"Male","secondary","Richest 20%",1,"15-29",0
192507310,1.60698796341016,1,"Female","primary","Middle 20%",0,"30-44",0
164212631,1.03256611404247,1,"Male","primary","Second 20%",0,"60 and older",0
125447174,0.737719959570149,1,"Female","primary","Fourth 20%",0,"30-44",1
140586813,1.58108060708214,1,"Male","primary","Fourth 20%",1,"45-59",0
169644974,1.08196680406631,1,"Female","primary","Fourth 20%",0,"15-29",1
204656979,0.826396186553882,1,"Female","secondary","Fourth 20%",0,"15-29",0
170752441,0.563038643489356,1,"Male","secondary","Middle 20%",0,"45-59",0
158080157,1.61915963432234,0,"Male","secondary","Middle 20%",0,"15-29",0
121842290,1.49354879457488,1,"Female","secondary","Fourth 20%",0,"15-29",0
170821566,2.41692670492018,1,"Female","primary","Second 20%",1,"30-44",0
201100967,0.473549269000748,1,"Male","secondary","Richest 20%",1,"30-44",1
147050912,0.536139119735589,1,"Male","secondary","Fourth 20%",1,"15-29",1
134483544,2.41692670492018,0,"Female","primary","Second 20%",1,"30-44",0
172378454,0.72935778578634,0,"Female","primary","Second 20%",0,"15-29",0
141781551,2.13289659708128,1,"Male","primary","Second 20%",1,"60 and older",0
185960714,2.41692670492018,1,"Female","primary","Second 20%",0,"60 and older",0
124680778,0.753413707590372,0,"Female","secondary","Poorest 20%",0,"15-29",0
120942442,0.818986094308863,1,"Male","secondary","Richest 20%",0,"30-44",0
198773025,0.465676585201648,1,"Male","secondary","Fourth 20%",0,"30-44",1
210459799,0.263468476694556,1,"Female","secondary","Middle 20%",1,"15-29",1
187838857,0.88951107907692,1,"Female","primary","Poorest 20%",0,"45-59",0
193213825,0.775104684581007,0,"Female","secondary","Richest 20%",0,"15-29",1
177115799,0.963961233095962,1,"Male","primary","Fourth 20%",0,"60 and older",0
117320593,2.41692670492018,1,"Female","primary","Second 20%",0,"60 and older",0
115660772,0.716269503655658,1,"Female","primary","Second 20%",1,"45-59",0
201029867,0.49862551082048,1,"Male","tertiary","Second 20%",1,"15-29",0
201646005,2.41692670492018,1,"Male","primary","Second 20%",1,"45-59",0
137703835,0.83164803377446,0,"Female","primary","Fourth 20%",0,"15-29",0
145261556,0.753413707590373,1,"Female","secondary","Second 20%",0,"15-29",0
123169168,1.05405373805476,1,"Male","primary","Poorest 20%",1,"60 and older",0
123979592,0.341672022749578,1,"Male","tertiary","Middle 20%",0,"15-29",1
182440476,0.968025432739302,1,"Female","primary","Fourth 20%",0,"15-29",0
173153176,0.975523747426193,1,"Female","secondary","Second 20%",1,"15-29",0
167926114,1.20920811153637,1,"Male","primary","Second 20%",1,"30-44",0
132862574,0.905710361091868,1,"Male","primary","Poorest 20%",1,"30-44",0
180094970,0.865472617628513,1,"Female","primary","Fourth 20%",0,"30-44",0
186187757,1.20546808844475,1,"Female","secondary","Poorest 20%",1,"15-29",0
174122156,2.15882161291175,0,"Male","primary","Middle 20%",1,"15-29",1
205571575,1.30088273098531,0,"Female","primary","Second 20%",1,"45-59",0
116307934,0.217827567767936,0,"Male","tertiary","Fourth 20%",1,"15-29",0
201012624,0.70310267969722,1,"Male","primary","Second 20%",1,"60 and older",0
208483486,0.715185615740289,1,"Male","primary","Fourth 20%",1,"45-59",0
